filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent
lib/DebugInfo/CodeView/LazyRandomTypeCollection.cpp,151,0,0.0,72,0,0.0,25,0,0.0
lib/DebugInfo/CodeView/Line.cpp,6,0,0.0,2,0,0.0,1,0,0.0
lib/DebugInfo/CodeView/MergingTypeTableBuilder.cpp,69,0,0.0,30,0,0.0,16,0,0.0
lib/DebugInfo/CodeView/RecordName.cpp,170,0,0.0,50,0,0.0,33,0,0.0
lib/DebugInfo/CodeView/RecordSerialization.cpp,85,0,0.0,36,0,0.0,10,0,0.0
lib/DebugInfo/CodeView/SimpleTypeSerializer.cpp,24,0,0.0,4,0,0.0,2,0,0.0
lib/DebugInfo/CodeView/StringsAndChecksums.cpp,36,0,0.0,8,0,0.0,9,0,0.0
lib/DebugInfo/CodeView/SymbolDumper.cpp,409,0,0.0,123,0,0.0,51,0,0.0
lib/DebugInfo/CodeView/SymbolRecordHelpers.cpp,45,0,0.0,16,0,0.0,7,0,0.0
lib/DebugInfo/CodeView/SymbolRecordMapping.cpp,310,0,0.0,378,0,0.0,48,0,0.0
lib/DebugInfo/CodeView/SymbolSerializer.cpp,27,0,0.0,12,0,0.0,3,0,0.0
lib/DebugInfo/CodeView/TypeDumpVisitor.cpp,272,0,0.0,72,0,0.0,47,0,0.0
lib/DebugInfo/CodeView/TypeHashing.cpp,32,0,0.0,18,0,0.0,2,0,0.0
lib/DebugInfo/CodeView/TypeIndex.cpp,21,0,0.0,20,0,0.0,2,0,0.0
lib/DebugInfo/CodeView/TypeIndexDiscovery.cpp,294,0,0.0,90,0,0.0,29,0,0.0
lib/DebugInfo/CodeView/TypeRecordHelpers.cpp,26,0,0.0,8,0,0.0,5,0,0.0
lib/DebugInfo/CodeView/TypeRecordMapping.cpp,404,0,0.0,418,0,0.0,60,0,0.0
lib/DebugInfo/CodeView/TypeStreamMerger.cpp,182,0,0.0,98,0,0.0,30,0,0.0
lib/DebugInfo/CodeView/TypeTableCollection.cpp,30,0,0.0,16,0,0.0,9,0,0.0
lib/DebugInfo/DWARF/DWARFAbbreviationDeclaration.cpp,121,0,0.0,64,0,0.0,11,0,0.0
lib/DebugInfo/DWARF/DWARFAcceleratorTable.cpp,565,0,0.0,261,0,0.0,73,0,0.0
lib/DebugInfo/DWARF/DWARFAddressRange.cpp,11,0,0.0,6,0,0.0,2,0,0.0
lib/DebugInfo/DWARF/DWARFCompileUnit.cpp,22,0,0.0,16,0,0.0,1,0,0.0
lib/DebugInfo/DWARF/DWARFContext.cpp,1200,0,0.0,678,0,0.0,123,0,0.0
lib/DebugInfo/DWARF/DWARFDataExtractor.cpp,89,0,0.0,49,0,0.0,3,0,0.0
lib/DebugInfo/DWARF/DWARFDebugAbbrev.cpp,96,0,0.0,66,0,0.0,12,0,0.0
lib/DebugInfo/DWARF/DWARFDebugAddr.cpp,97,0,0.0,52,0,0.0,7,0,0.0
lib/DebugInfo/DWARF/DWARFDebugArangeSet.cpp,69,0,0.0,28,0,0.0,4,0,0.0
lib/DebugInfo/DWARF/DWARFDebugAranges.cpp,65,0,0.0,48,0,0.0,7,0,0.0
lib/DebugInfo/DWARF/DWARFDebugFrame.cpp,745,0,0.0,384,0,0.0,40,0,0.0
lib/DebugInfo/DWARF/DWARFDebugInfoEntry.cpp,41,0,0.0,18,0,0.0,1,0,0.0
lib/DebugInfo/DWARF/DWARFDebugLine.cpp,802,0,0.0,546,0,0.0,53,0,0.0
lib/DebugInfo/DWARF/DWARFDebugLoc.cpp,250,0,0.0,126,0,0.0,16,0,0.0
lib/DebugInfo/DWARF/DWARFDebugMacro.cpp,135,0,0.0,66,0,0.0,6,0,0.0
lib/DebugInfo/DWARF/DWARFDebugPubTable.cpp,61,0,0.0,26,0,0.0,2,0,0.0
lib/DebugInfo/DWARF/DWARFDebugRangeList.cpp,66,0,0.0,28,0,0.0,5,0,0.0
lib/DebugInfo/DWARF/DWARFDebugRnglists.cpp,179,0,0.0,82,0,0.0,6,0,0.0
lib/DebugInfo/DWARF/DWARFDie.cpp,860,0,0.0,599,0,0.0,66,0,0.0
lib/DebugInfo/DWARF/DWARFExpression.cpp,342,0,0.0,209,0,0.0,13,0,0.0
lib/DebugInfo/DWARF/DWARFFormValue.cpp,472,0,0.0,287,0,0.0,25,0,0.0
lib/DebugInfo/DWARF/DWARFGdbIndex.cpp,117,0,0.0,46,0,0.0,9,0,0.0
lib/DebugInfo/DWARF/DWARFListTable.cpp,55,0,0.0,28,0,0.0,3,0,0.0
lib/DebugInfo/DWARF/DWARFLocationExpression.cpp,3,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/DWARF/DWARFTypeUnit.cpp,28,0,0.0,8,0,0.0,1,0,0.0
lib/DebugInfo/DWARF/DWARFUnit.cpp,607,0,0.0,427,0,0.0,49,0,0.0
lib/DebugInfo/DWARF/DWARFUnitIndex.cpp,172,0,0.0,120,0,0.0,15,0,0.0
lib/DebugInfo/DWARF/DWARFVerifier.cpp,948,0,0.0,537,0,0.0,51,0,0.0
lib/DebugInfo/MSF/MSFBuilder.cpp,234,0,0.0,98,0,0.0,22,0,0.0
lib/DebugInfo/MSF/MSFCommon.cpp,35,0,0.0,24,0,0.0,2,0,0.0
lib/DebugInfo/MSF/MSFError.cpp,25,0,0.0,11,0,0.0,3,0,0.0
lib/DebugInfo/MSF/MappedBlockStream.cpp,203,0,0.0,72,0,0.0,26,0,0.0
lib/DebugInfo/PDB/GenericError.cpp,17,0,0.0,7,0,0.0,3,0,0.0
lib/DebugInfo/PDB/IPDBSourceFile.cpp,11,0,0.0,4,0,0.0,1,0,0.0
lib/DebugInfo/PDB/Native/DbiModuleDescriptor.cpp,38,0,0.0,6,0,0.0,14,0,0.0
lib/DebugInfo/PDB/Native/DbiModuleDescriptorBuilder.cpp,111,0,0.0,56,0,0.0,18,0,0.0
lib/DebugInfo/PDB/Native/DbiModuleList.cpp,140,0,0.0,106,0,0.0,19,0,0.0
lib/DebugInfo/PDB/Native/DbiStream.cpp,228,0,0.0,112,0,0.0,41,0,0.0
lib/DebugInfo/PDB/Native/DbiStreamBuilder.cpp,280,0,0.0,120,0,0.0,39,0,0.0
lib/DebugInfo/PDB/Native/EnumTables.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/Native/FormatUtil.cpp,140,0,0.0,469,0,0.0,12,0,0.0
lib/DebugInfo/PDB/Native/GSIStreamBuilder.cpp,242,0,0.0,96,0,0.0,38,0,0.0
lib/DebugInfo/PDB/Native/GlobalsStream.cpp,89,0,0.0,44,0,0.0,8,0,0.0
lib/DebugInfo/PDB/Native/Hash.cpp,39,0,0.0,10,0,0.0,3,0,0.0
lib/DebugInfo/PDB/Native/HashTable.cpp,33,0,0.0,20,0,0.0,2,0,0.0
lib/DebugInfo/PDB/Native/InfoStream.cpp,66,0,0.0,23,0,0.0,15,0,0.0
lib/DebugInfo/PDB/Native/InfoStreamBuilder.cpp,34,0,0.0,14,0,0.0,9,0,0.0
lib/DebugInfo/PDB/Native/InjectedSourceStream.cpp,32,0,0.0,20,0,0.0,2,0,0.0
lib/DebugInfo/PDB/Native/InputFile.cpp,355,0,0.0,237,0,0.0,51,0,0.0
lib/DebugInfo/PDB/Native/LinePrinter.cpp,201,0,0.0,73,0,0.0,23,0,0.0
lib/DebugInfo/PDB/Native/ModuleDebugStream.cpp,72,0,0.0,34,0,0.0,14,0,0.0
lib/DebugInfo/PDB/Native/NamedStreamMap.cpp,55,0,0.0,16,0,0.0,15,0,0.0
lib/DebugInfo/PDB/Native/NativeCompilandSymbol.cpp,18,0,0.0,0,0,,7,0,0.0
lib/DebugInfo/PDB/Native/NativeEnumGlobals.cpp,20,0,0.0,6,0,0.0,5,0,0.0
lib/DebugInfo/PDB/Native/NativeEnumInjectedSources.cpp,57,0,0.0,12,0,0.0,14,0,0.0
lib/DebugInfo/PDB/Native/NativeEnumLineNumbers.cpp,12,0,0.0,2,0,0.0,5,0,0.0
lib/DebugInfo/PDB/Native/NativeEnumModules.cpp,11,0,0.0,2,0,0.0,5,0,0.0
lib/DebugInfo/PDB/Native/NativeEnumSymbols.cpp,12,0,0.0,2,0,0.0,5,0,0.0
lib/DebugInfo/PDB/Native/NativeEnumTypes.cpp,30,0,0.0,14,0,0.0,6,0,0.0
lib/DebugInfo/PDB/Native/NativeExeSymbol.cpp,57,0,0.0,19,0,0.0,8,0,0.0
lib/DebugInfo/PDB/Native/NativeFunctionSymbol.cpp,76,0,0.0,32,0,0.0,10,0,0.0
lib/DebugInfo/PDB/Native/NativeInlineSiteSymbol.cpp,141,0,0.0,71,0,0.0,10,0,0.0
lib/DebugInfo/PDB/Native/NativeLineNumber.cpp,18,0,0.0,0,0,,13,0,0.0
lib/DebugInfo/PDB/Native/NativePublicSymbol.cpp,16,0,0.0,0,0,,7,0,0.0
lib/DebugInfo/PDB/Native/NativeRawSymbol.cpp,351,0,0.0,0,0,,179,0,0.0
lib/DebugInfo/PDB/Native/NativeSession.cpp,231,0,0.0,82,0,0.0,44,0,0.0
lib/DebugInfo/PDB/Native/NativeSourceFile.cpp,20,0,0.0,4,0,0.0,6,0,0.0
lib/DebugInfo/PDB/Native/NativeSymbolEnumerator.cpp,66,0,0.0,10,0,0.0,12,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeArray.cpp,25,0,0.0,0,0,,9,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeBuiltin.cpp,15,0,0.0,0,0,,8,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeEnum.cpp,186,0,0.0,70,0,0.0,33,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeFunctionSig.cpp,87,0,0.0,24,0,0.0,26,0,0.0
lib/DebugInfo/PDB/Native/NativeTypePointer.cpp,110,0,0.0,57,0,0.0,19,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeTypedef.cpp,11,0,0.0,0,0,,4,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeUDT.cpp,129,0,0.0,47,0,0.0,25,0,0.0
lib/DebugInfo/PDB/Native/NativeTypeVTShape.cpp,14,0,0.0,0,0,,6,0,0.0
lib/DebugInfo/PDB/Native/PDBFile.cpp,293,0,0.0,142,0,0.0,45,0,0.0
lib/DebugInfo/PDB/Native/PDBFileBuilder.cpp,195,0,0.0,118,0,0.0,17,0,0.0
lib/DebugInfo/PDB/Native/PDBStringTable.cpp,74,0,0.0,46,0,0.0,13,0,0.0
lib/DebugInfo/PDB/Native/PDBStringTableBuilder.cpp,85,0,0.0,34,0,0.0,16,0,0.0
lib/DebugInfo/PDB/Native/PublicsStream.cpp,35,0,0.0,16,0,0.0,5,0,0.0
lib/DebugInfo/PDB/Native/RawError.cpp,31,0,0.0,14,0,0.0,3,0,0.0
lib/DebugInfo/PDB/Native/SymbolCache.cpp,345,0,0.0,196,0,0.0,23,0,0.0
lib/DebugInfo/PDB/Native/SymbolStream.cpp,12,0,0.0,2,0,0.0,5,0,0.0
lib/DebugInfo/PDB/Native/TpiHashing.cpp,66,0,0.0,44,0,0.0,12,0,0.0
lib/DebugInfo/PDB/Native/TpiStream.cpp,137,0,0.0,76,0,0.0,21,0,0.0
lib/DebugInfo/PDB/Native/TpiStreamBuilder.cpp,102,0,0.0,62,0,0.0,11,0,0.0
lib/DebugInfo/PDB/PDB.cpp,11,0,0.0,6,0,0.0,2,0,0.0
lib/DebugInfo/PDB/PDBContext.cpp,81,0,0.0,68,0,0.0,7,0,0.0
lib/DebugInfo/PDB/PDBExtras.cpp,294,0,0.0,810,0,0.0,17,0,0.0
lib/DebugInfo/PDB/PDBSymDumper.cpp,64,0,0.0,62,0,0.0,32,0,0.0
lib/DebugInfo/PDB/PDBSymbol.cpp,103,0,0.0,45,0,0.0,22,0,0.0
lib/DebugInfo/PDB/PDBSymbolAnnotation.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolBlock.cpp,1,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolCompiland.cpp,53,0,0.0,40,0,0.0,3,0,0.0
lib/DebugInfo/PDB/PDBSymbolCompilandDetails.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolCompilandEnv.cpp,7,0,0.0,2,0,0.0,2,0,0.0
lib/DebugInfo/PDB/PDBSymbolCustom.cpp,3,0,0.0,0,0,,2,0,0.0
lib/DebugInfo/PDB/PDBSymbolData.cpp,34,0,0.0,34,0,0.0,3,0,0.0
lib/DebugInfo/PDB/PDBSymbolExe.cpp,8,0,0.0,4,0,0.0,2,0,0.0
lib/DebugInfo/PDB/PDBSymbolFunc.cpp,46,0,0.0,24,0,0.0,10,0,0.0
lib/DebugInfo/PDB/PDBSymbolFuncDebugEnd.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolFuncDebugStart.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolLabel.cpp,1,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolPublicSymbol.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolThunk.cpp,1,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeArray.cpp,4,0,0.0,0,0,,2,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeBaseClass.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeBuiltin.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeCustom.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeDimension.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeEnum.cpp,1,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeFriend.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeFunctionArg.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeFunctionSig.cpp,34,0,0.0,12,0,0.0,9,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeManaged.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypePointer.cpp,4,0,0.0,0,0,,2,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeTypedef.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeUDT.cpp,1,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeVTable.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolTypeVTableShape.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolUnknown.cpp,1,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/PDBSymbolUsingNamespace.cpp,2,0,0.0,0,0,,1,0,0.0
lib/DebugInfo/PDB/UDTLayout.cpp,152,0,0.0,56,0,0.0,21,0,0.0
lib/DebugInfo/Symbolize/DIFetcher.cpp,18,0,0.0,8,0,0.0,2,0,0.0
lib/DebugInfo/Symbolize/DIPrinter.cpp,237,0,0.0,132,0,0.0,29,0,0.0
lib/DebugInfo/Symbolize/SymbolizableObjectFile.cpp,185,0,0.0,164,0,0.0,14,0,0.0
lib/DebugInfo/Symbolize/Symbolize.cpp,422,0,0.0,228,0,0.0,58,0,0.0
lib/Demangle/DLangDemangle.cpp,189,0,0.0,128,0,0.0,14,0,0.0
lib/Demangle/Demangle.cpp,32,0,0.0,32,0,0.0,5,0,0.0
lib/Demangle/ItaniumDemangle.cpp,394,0,0.0,215,0,0.0,352,0,0.0
lib/Demangle/MicrosoftDemangle.cpp,1448,0,0.0,858,0,0.0,85,0,0.0
lib/Demangle/MicrosoftDemangleNodes.cpp,443,0,0.0,274,0,0.0,42,0,0.0
lib/Demangle/RustDemangle.cpp,729,0,0.0,430,0,0.0,50,0,0.0
lib/IR/AbstractCallSite.cpp,69,0,0.0,50,0,0.0,2,0,0.0
lib/IR/AsmWriter.cpp,2843,3,0.001,1707,0,0.0,236,1,0.004
lib/IR/Assumptions.cpp,45,0,0.0,18,0,0.0,10,0,0.0
lib/IR/AttributeImpl.h,69,0,0.0,16,0,0.0,32,0,0.0
lib/IR/Attributes.cpp,1004,107,0.107,691,35,0.051,258,27,0.105
lib/IR/AutoUpgrade.cpp,3237,41,0.013000000000000001,3846,19,0.005,53,8,0.151
lib/IR/BasicBlock.cpp,282,39,0.138,204,11,0.054000000000000006,47,9,0.191
lib/IR/BuiltinGCs.cpp,22,0,0.0,0,0,,8,0,0.0
lib/IR/Comdat.cpp,43,0,0.0,12,0,0.0,9,0,0.0
lib/IR/ConstantFold.cpp,1291,0,0.0,1417,0,0.0,27,0,0.0
lib/IR/ConstantRange.cpp,984,0,0.0,1139,0,0.0,94,0,0.0
lib/IR/Constants.cpp,2058,8,0.004,1643,2,0.001,266,2,0.008
lib/IR/ConstantsContext.h,320,8,0.025,156,2,0.013000000000000001,167,13,0.078
lib/IR/Core.cpp,2292,0,0.0,707,0,0.0,728,0,0.0
lib/IR/DIBuilder.cpp,509,0,0.0,246,0,0.0,102,0,0.0
lib/IR/DataLayout.cpp,569,71,0.125,450,20,0.044000000000000004,55,10,0.182
lib/IR/DebugInfo.cpp,773,23,0.03,437,15,0.034,157,3,0.019
lib/IR/DebugInfoMetadata.cpp,925,0,0.0,946,0,0.0,122,0,0.0
lib/IR/DebugLoc.cpp,56,2,0.036000000000000004,26,0,0.0,14,1,0.071
lib/IR/DiagnosticHandler.cpp,19,0,0.0,22,0,0.0,5,0,0.0
lib/IR/DiagnosticInfo.cpp,243,0,0.0,66,0,0.0,64,0,0.0
lib/IR/DiagnosticPrinter.cpp,54,0,0.0,0,0,,18,0,0.0
lib/IR/Dominators.cpp,141,0,0.0,106,0,0.0,20,0,0.0
lib/IR/FPEnv.cpp,67,0,0.0,27,0,0.0,5,0,0.0
lib/IR/Function.cpp,1187,75,0.063,823,20,0.024,146,18,0.12300000000000001
lib/IR/GCStrategy.cpp,10,0,0.0,8,0,0.0,3,0,0.0
lib/IR/Globals.cpp,255,31,0.122,182,16,0.08800000000000001,52,9,0.17300000000000001
lib/IR/IRBuilder.cpp,648,0,0.0,354,0,0.0,83,0,0.0
lib/IR/IRPrintingPasses.cpp,56,0,0.0,22,0,0.0,23,0,0.0
lib/IR/InlineAsm.cpp,173,0,0.0,133,0,0.0,8,0,0.0
lib/IR/Instruction.cpp,532,14,0.026000000000000002,584,4,0.006999999999999999,78,4,0.051
lib/IR/Instructions.cpp,2642,3,0.001,1786,0,0.0,373,1,0.003
lib/IR/IntrinsicInst.cpp,394,0,0.0,975,0,0.0,53,0,0.0
lib/IR/LLVMContext.cpp,175,56,0.32,67,16,0.239,53,12,0.226
lib/IR/LLVMContextImpl.cpp,115,60,0.522,72,23,0.319,17,8,0.47100000000000003
lib/IR/LLVMContextImpl.h,564,26,0.046,466,9,0.019,398,8,0.02
lib/IR/LLVMRemarkStreamer.cpp,87,0,0.0,39,0,0.0,6,0,0.0
lib/IR/LegacyPassManager.cpp,811,0,0.0,464,0,0.0,101,0,0.0
lib/IR/MDBuilder.cpp,173,0,0.0,52,0,0.0,27,0,0.0
lib/IR/Mangler.cpp,125,0,0.0,120,0,0.0,12,0,0.0
lib/IR/Metadata.cpp,880,11,0.012,862,3,0.003,150,4,0.027000000000000003
lib/IR/MetadataImpl.h,24,0,0.0,10,0,0.0,32,0,0.0
lib/IR/Module.cpp,403,55,0.136,170,9,0.053,91,16,0.17600000000000002
lib/IR/ModuleSummaryIndex.cpp,346,0,0.0,288,0,0.0,35,0,0.0
lib/IR/Operator.cpp,142,0,0.0,100,0,0.0,10,0,0.0
lib/IR/OptBisect.cpp,16,0,0.0,10,0,0.0,4,0,0.0
lib/IR/Pass.cpp,94,0,0.0,34,0,0.0,37,0,0.0
lib/IR/PassInstrumentation.cpp,11,0,0.0,4,0,0.0,4,0,0.0
lib/IR/PassManager.cpp,52,0,0.0,34,0,0.0,3,0,0.0
lib/IR/PassRegistry.cpp,45,0,0.0,24,0,0.0,8,0,0.0
lib/IR/PassTimingInfo.cpp,118,0,0.0,96,0,0.0,25,0,0.0
lib/IR/PrintPasses.cpp,21,0,0.0,26,0,0.0,11,0,0.0
lib/IR/ProfileSummary.cpp,150,0,0.0,100,0,0.0,15,0,0.0
lib/IR/PseudoProbe.cpp,50,0,0.0,38,0,0.0,3,0,0.0
lib/IR/ReplaceConstant.cpp,51,0,0.0,32,0,0.0,3,0,0.0
lib/IR/SSAContext.cpp,15,0,0.0,2,0,0.0,8,0,0.0
lib/IR/SafepointIRVerifier.cpp,350,0,0.0,320,0,0.0,41,0,0.0
lib/IR/Statepoint.cpp,14,0,0.0,12,0,0.0,2,0,0.0
lib/IR/SymbolTableListTraitsImpl.h,50,27,0.54,42,15,0.35700000000000004,16,9,0.562
lib/IR/Type.cpp,428,51,0.11900000000000001,321,20,0.062,87,10,0.115
lib/IR/TypeFinder.cpp,98,0,0.0,98,0,0.0,6,0,0.0
lib/IR/Use.cpp,20,5,0.25,10,3,0.3,3,1,0.33299999999999996
lib/IR/User.cpp,90,35,0.389,62,9,0.145,10,3,0.3
lib/IR/Value.cpp,665,147,0.221,674,81,0.12,69,18,0.261
lib/IR/ValueSymbolTable.cpp,41,11,0.268,30,4,0.133,6,3,0.5
lib/IR/VectorBuilder.cpp,47,0,0.0,30,0,0.0,6,0,0.0
lib/IR/Verifier.cpp,2983,188,0.063,4129,108,0.026000000000000002,714,23,0.032
lib/MC/ConstantPools.cpp,52,0,0.0,20,0,0.0,11,0,0.0
lib/MC/ELFObjectWriter.cpp,722,0,0.0,496,0,0.0,54,0,0.0
lib/MC/MCAsmBackend.cpp,40,0,0.0,14,0,0.0,6,0,0.0
lib/MC/MCAsmInfo.cpp,57,0,0.0,30,0,0.0,8,0,0.0
lib/MC/MCAsmInfoCOFF.cpp,20,0,0.0,0,0,,5,0,0.0
lib/MC/MCAsmInfoDarwin.cpp,37,0,0.0,16,0,0.0,2,0,0.0
lib/MC/MCAsmInfoELF.cpp,8,0,0.0,0,0,,3,0,0.0
lib/MC/MCAsmInfoGOFF.cpp,7,0,0.0,0,0,,2,0,0.0
lib/MC/MCAsmInfoWasm.cpp,7,0,0.0,0,0,,2,0,0.0
lib/MC/MCAsmInfoXCOFF.cpp,35,0,0.0,12,0,0.0,3,0,0.0
lib/MC/MCAsmMacro.cpp,26,0,0.0,16,0,0.0,2,0,0.0
lib/MC/MCAsmStreamer.cpp,1325,0,0.0,576,0,0.0,167,0,0.0
lib/MC/MCAssembler.cpp,691,0,0.0,426,0,0.0,34,0,0.0
lib/MC/MCCodeView.cpp,380,0,0.0,164,0,0.0,28,0,0.0
lib/MC/MCContext.cpp,531,0,0.0,267,0,0.0,63,0,0.0
lib/MC/MCDwarf.cpp,1020,0,0.0,471,0,0.0,60,0,0.0
lib/MC/MCELFObjectTargetWriter.cpp,8,0,0.0,0,0,,4,0,0.0
lib/MC/MCELFStreamer.cpp,456,0,0.0,247,0,0.0,41,0,0.0
lib/MC/MCExpr.cpp,673,0,0.0,491,0,0.0,26,0,0.0
lib/MC/MCFragment.cpp,330,5,0.015,181,2,0.011000000000000001,19,1,0.053
lib/MC/MCInst.cpp,57,0,0.0,32,0,0.0,8,0,0.0
lib/MC/MCInstPrinter.cpp,116,0,0.0,90,0,0.0,13,0,0.0
lib/MC/MCInstrAnalysis.cpp,9,0,0.0,0,0,,4,0,0.0
lib/MC/MCInstrDesc.cpp,26,0,0.0,44,0,0.0,3,0,0.0
lib/MC/MCInstrInfo.cpp,9,0,0.0,12,0,0.0,1,0,0.0
lib/MC/MCLabel.cpp,4,0,0.0,0,0,,2,0,0.0
lib/MC/MCLinkerOptimizationHint.cpp,16,0,0.0,2,0,0.0,7,0,0.0
lib/MC/MCMachOStreamer.cpp,242,0,0.0,148,0,0.0,30,0,0.0
lib/MC/MCMachObjectTargetWriter.cpp,3,0,0.0,0,0,,1,0,0.0
lib/MC/MCNullStreamer.cpp,18,0,0.0,0,0,,13,0,0.0
lib/MC/MCObjectFileInfo.cpp,521,0,0.0,126,0,0.0,14,0,0.0
lib/MC/MCObjectStreamer.cpp,494,0,0.0,231,0,0.0,70,0,0.0
lib/MC/MCObjectWriter.cpp,18,0,0.0,18,0,0.0,3,0,0.0
lib/MC/MCParser/AsmLexer.cpp,562,0,0.0,524,0,0.0,25,0,0.0
lib/MC/MCParser/AsmParser.cpp,3488,0,0.0,2640,0,0.0,188,0,0.0
lib/MC/MCParser/COFFAsmParser.cpp,406,0,0.0,199,0,0.0,61,0,0.0
lib/MC/MCParser/COFFMasmParser.cpp,182,0,0.0,64,0,0.0,30,0,0.0
lib/MC/MCParser/DarwinAsmParser.cpp,651,0,0.0,243,0,0.0,151,0,0.0
lib/MC/MCParser/ELFAsmParser.cpp,594,0,0.0,412,0,0.0,60,0,0.0
lib/MC/MCParser/GOFFAsmParser.cpp,4,0,0.0,0,0,,3,0,0.0
lib/MC/MCParser/MCAsmLexer.cpp,96,0,0.0,72,0,0.0,6,0,0.0
lib/MC/MCParser/MCAsmParser.cpp,89,0,0.0,38,0,0.0,17,0,0.0
lib/MC/MCParser/MCAsmParserExtension.cpp,26,0,0.0,12,0,0.0,2,0,0.0
lib/MC/MCParser/MCTargetAsmParser.cpp,9,0,0.0,0,0,,3,0,0.0
lib/MC/MCParser/MasmParser.cpp,4253,0,0.0,2978,0,0.0,227,0,0.0
lib/MC/MCParser/WasmAsmParser.cpp,187,0,0.0,91,0,0.0,22,0,0.0
lib/MC/MCParser/XCOFFAsmParser.cpp,13,0,0.0,0,0,,5,0,0.0
lib/MC/MCPseudoProbe.cpp,273,0,0.0,176,0,0.0,28,0,0.0
lib/MC/MCRegisterInfo.cpp,70,0,0.0,70,0,0.0,11,0,0.0
lib/MC/MCSPIRVStreamer.cpp,15,0,0.0,2,0,0.0,2,0,0.0
lib/MC/MCSchedule.cpp,75,0,0.0,42,0,0.0,7,0,0.0
lib/MC/MCSection.cpp,68,0,0.0,42,0,0.0,10,0,0.0
lib/MC/MCSectionCOFF.cpp,71,0,0.0,48,0,0.0,6,0,0.0
lib/MC/MCSectionELF.cpp,140,0,0.0,120,0,0.0,6,0,0.0
lib/MC/MCSectionMachO.cpp,97,0,0.0,62,0,0.0,8,0,0.0
lib/MC/MCSectionWasm.cpp,55,0,0.0,30,0,0.0,5,0,0.0
lib/MC/MCSectionXCOFF.cpp,56,0,0.0,64,0,0.0,4,0,0.0
lib/MC/MCStreamer.cpp,823,0,0.0,328,0,0.0,171,0,0.0
lib/MC/MCSubtargetInfo.cpp,168,0,0.0,84,0,0.0,30,0,0.0
lib/MC/MCSymbol.cpp,30,0,0.0,30,0,0.0,4,0,0.0
lib/MC/MCSymbolELF.cpp,119,0,0.0,48,0,0.0,14,0,0.0
lib/MC/MCSymbolXCOFF.cpp,9,0,0.0,12,0,0.0,2,0,0.0
lib/MC/MCTargetOptions.cpp,6,0,0.0,0,0,,3,0,0.0
lib/MC/MCTargetOptionsCommandFlags.cpp,51,0,0.0,65,0,0.0,13,0,0.0
lib/MC/MCValue.cpp,23,0,0.0,14,0,0.0,3,0,0.0
lib/MC/MCWasmObjectTargetWriter.cpp,3,0,0.0,0,0,,1,0,0.0
lib/MC/MCWasmStreamer.cpp,131,0,0.0,40,0,0.0,20,0,0.0
lib/MC/MCWin64EH.cpp,760,0,0.0,431,0,0.0,20,0,0.0
